date,description,amount_npr,category,persona,household,group_type,festival
2024-11-16,Ncell combo 399,250,utilities,student_home,student_home_1,college,
2024-11-16,Netflix subscription split,350,entertainment,student_home,student_home_2,college,
2024-11-16,Bus fare Balkhu to Lagankhel one way,40,transport,student_home,student_home_3,college,
2024-11-16,Dal bhat at Momo Magic half plate,630,food,student_hostel,student_hostel_1,roommates,
2024-11-16,clothes for a wedding,7400,shopping,student_hostel,student_hostel_1,roommates,wedding_mangsir
2024-11-16,NTC data pack paid via eSewa,360,utilities,student_hostel,student_hostel_3,roommates,
2024-11-16,Laptop bag,2900,shopping,student_hostel,student_hostel_3,roommates,
2024-11-16,Clothes for a wedding - for Prakriti,10400,shopping,student_hostel,student_hostel_3,roommates,wedding_mangsir
2024-11-16,Hosel dorm bed,1110,hotel,trip_group,trip_group_1,trip,
2024-11-16,Doctor visit,610,other,trip_group,trip_group_3,trip,
2024-11-16,Khanepani bill - advance,700,utilities,working_bachelor,working_bachelor_2,roommates,
2024-11-16,Clothes for a wedding EMI,15000,shopping,working_bachelor,working_bachelor_3,roommates,wedding_mangsir
2024-11-17,Gas cylinder,2450,utilities,family,family_1,family,
2024-11-17,Bank charge,150,other,family,family_1,family,
2024-11-17,airport taxi,660,transport,family,family_1,family,
2024-11-17,Wedding gift,5100,shopping,family,family_1,family,wedding_mangsir
2024-11-17,Grocery Durbarmarg showroom evening,690,food,family,family_2,family,
2024-11-17,wedding gift,1630,shopping,family,family_2,family,wedding_mangsir
2024-11-17,GUEST HOUSE BANDIPUR 2 ROOMS,4350,hotel,family,family_3,family,
2024-11-17,Lab fee,5300,education,student_home,student_home_2,college,
2024-11-17,Stationery and printing for Hari,540,shopping,student_home,student_home_3,college,
2024-11-17,Daraz order,7450,shopping,student_hostel,student_hostel_3,roommates,
2024-11-17,Gas cylinder,2350,utilities,working_bachelor,working_bachelor_2,roommates,
2024-11-17,Photocopy,220,other,working_bachelor,working_bachelor_2,roommates,
2024-11-17,Ice cream with Prakriti,310,food,working_bachelor,working_bachelor_3,roommates,
2024-11-18,Rent Mangsir Mangsir,37300,rent,family,family_3,family,
2024-11-18,TRIP CONTRIBUTION,4700,hotel,family,family_3,family,
2024-11-18,momo at nanglo takeaway,150,food,family,family_3,family,
2024-11-18,Tuition fee monthly final year,6600,education,student_home,student_home_3,college,
2024-11-18,Monthly grocery half plate,11500,food,student_home,student_home_3,college,
2024-11-18,InDrive to Chabahil,450,transport,student_hostel,student_hostel_1,roommates,
2024-11-18,ZIPLINE POKHARA,2800,entertainment,student_hostel,student_hostel_2,roommates,
2024-11-18,birthday cake,950,food,student_hostel,student_hostel_2,roommates,
2024-11-18,tihar shopping bhatbhateni,2350,shopping,trip_group,trip_group_2,trip,
2024-11-18,Fruits for Dashain tika,760,food,trip_group,trip_group_3,trip,
2024-11-18,guest house sarangkot advance paid,1830,hotel,trip_group,trip_group_3,trip,
2024-11-18,buff momo maharajgunj,110,food,trip_group,trip_group_3,trip,
2024-11-18,chitwan jungle safari for 4 people,6050,entertainment,working_bachelor,working_bachelor_2,roommates,
2024-11-18,Ic cream with Ram,350,food,working_bachelor,working_bachelor_3,roommates,
2024-11-18,Birthday cake,2750,food,working_bachelor,working_bachelor_3,roommates,
2024-11-18,Bus to a wedding in Pokhara,4000,transport,working_bachelor,working_bachelor_3,roommates,wedding_mangsir
2024-11-19,School fee for Sita,10200,education,family,family_1,family,
2024-11-19,School fee for Anisha,5400,education,family,family_2,family,
2024-11-19,Momo at Bajeko Sekuwa,340,food,family,family_3,family,
2024-11-19,Wedding gift sale price,3400,shopping,family,family_3,family,wedding_mangsir
2024-11-19,Clothes for a wedding,10350,shopping,family,family_3,family,wedding_mangsir
2024-11-19,Movie ticket One Cinemas,690,entertainment,student_home,student_home_1,college,
2024-11-19,Chowmein and coke,170,food,student_home,student_home_1,college,
2024-11-19,Laptop bag,2950,shopping,student_home,student_home_3,college,
2024-11-19,Airport taxi to college,1710,transport,student_hostel,student_hostel_1,roommates,
2024-11-19,Deluxe bus ticket to Lumbini shared,2200,transport,working_bachelor,working_bachelor_3,roommates,
2024-11-20,Rent Mangsir,32700,rent,family,family_2,family,
2024-11-20,Bus ticket and khaja on the way,520,food,family,family_2,family,
2024-11-20,Pizza night evening,710,food,family,family_2,family,
2024-11-20,Wedding gift,3100,shopping,family,family_2,family,wedding_mangsir
2024-11-20,Dinner local bhojanalaya,790,food,family,family_3,family,
2024-11-20,Ice cream,340,food,family,family_3,family,
2024-11-20,Snacks during movie,680,entertainment,family,family_3,family,
2024-11-20,Hotel dinner Bandipur - takeaway,560,food,student_home,student_home_1,college,
2024-11-20,Water jar,100,food,student_home,student_home_3,college,
2024-11-20,Clothes for a wedding,6050,shopping,student_home,student_home_3,college,wedding_mangsir
2024-11-20,room rent mangsir with water charge,5250,rent,student_hostel,student_hostel_1,roommates,
2024-11-20,Water jar shared 3 ways,190,utilities,student_hostel,student_hostel_1,roommates,
2024-11-20,wedding gift envelope - emergency,1750,other,student_hostel,student_hostel_1,roommates,wedding_mangsir
2024-11-20,stationery and printing,790,shopping,student_hostel,student_hostel_2,roommates,
2024-11-21,winter blanket,2050,shopping,family,family_2,family,
2024-11-21,Clothes for a wedding - online,12200,shopping,family,family_3,family,wedding_mangsir
2024-11-21,Swimming pool entry group booking,480,entertainment,student_hostel,student_hostel_2,roommates,
2024-11-21,Bus morning,75,transport,trip_group,trip_group_2,trip,
2024-11-21,winter blanket,3950,shopping,working_bachelor,working_bachelor_1,roommates,
2024-11-21,Birthday cake - extra chutney,2900,food,working_bachelor,working_bachelor_2,roommates,
2024-11-21,CAB TO AIRPORT WITH LUGGAGE RING ROAD,1350,transport,working_bachelor,working_bachelor_2,roommates,
2024-11-21,Worldlink internet 3 months paid by Khalti,1450,utilities,working_bachelor,working_bachelor_3,roommates,
2024-11-21,Hotel dinner Nagarkot,2650,food,working_bachelor,working_bachelor_3,roommates,
2024-11-22,Medicine from pharmacy for Ram,920,other,family,family_1,family,
2024-11-22,Clothes for a wedding - for home,10800,shopping,family,family_1,family,wedding_mangsir
2024-11-22,Wedding gift envelope reimburse later,1610,other,family,family_1,family,wedding_mangsir
2024-11-22,Wedding gift envelope,5450,other,family,family_3,family,wedding_mangsir
2024-11-22,lab fee 6th sem,5100,education,student_home,student_home_1,college,
2024-11-22,Milk and eggs,470,food,student_home,student_home_1,college,
2024-11-22,College bus fee with bhai,1260,transport,student_home,student_home_2,college,
2024-11-22,Clothes for a wedding,5550,shopping,student_home,student_home_2,college,wedding_mangsir
2024-11-22,Ncell combo 399,810,utilities,student_home,student_home_3,college,
2024-11-22,netflix subscription split,590,entertainment,student_home,student_home_3,college,
2024-11-22,Room rent Mangsir with water charge,7150,rent,student_hostel,student_hostel_3,roommates,
2024-11-22,Headphones,4400,shopping,trip_group,trip_group_1,trip,
2024-11-22,Buff momo Patan,75,food,working_bachelor,working_bachelor_1,roommates,
2024-11-23,Khanepani bill,710,utilities,family,family_2,family,
2024-11-23,Wifi bill,1140,utilities,family,family_2,family,
2024-11-23,Netflix subscription split weekend,620,entertainment,student_home,student_home_1,college,
2024-11-23,Project printing and binding part payment,960,education,student_home,student_home_2,college,
2024-11-23,Netflix subscription split evening show,1430,entertainment,student_hostel,student_hostel_1,roommates,
2024-11-23,Electricity bill,1310,utilities,working_bachelor,working_bachelor_1,roommates,
2024-11-24,Momo at Trisara extra chutney,250,food,family,family_1,family,
2024-11-24,Winter blanket,5000,shopping,family,family_1,family,
2024-11-24,New shoes,2050,shopping,family,family_2,family,
2024-11-24,Bus to a wedding in Lumbini to office,2200,transport,student_home,student_home_1,college,wedding_mangsir
2024-11-24,Dashain shopping sale price,3350,shopping,student_home,student_home_2,college,
2024-11-24,Grocery Bhatbhateni - takeaway,3550,food,student_hostel,student_hostel_2,roommates,
2024-11-24,Airport taxi to office,1750,transport,student_hostel,student_hostel_3,roommates,
2024-11-24,Room rent and wifi together - Mangsir,17500,utilities,trip_group,trip_group_1,trip,
2024-11-24,Hotel Sauraha 2 nights - with breakfast,4400,hotel,trip_group,trip_group_1,trip,
2024-11-24,Water jar,140,food,trip_group,trip_group_2,trip,
2024-11-24,dashain shopping - sale price,9300,shopping,trip_group,trip_group_2,trip,
2024-11-24,chiya for everyone,140,food,working_bachelor,working_bachelor_1,roommates,
2024-11-24,Headphones,2500,shopping,working_bachelor,working_bachelor_1,roommates,
2024-11-24,Room rent and wifi together,12650,rent,working_bachelor,working_bachelor_1,roommates,
2024-11-25,Cable car ticket to office,740,transport,family,family_1,family,
2024-11-25,Wedding gift for home,3400,shopping,family,family_1,family,wedding_mangsir
2024-11-25,bank charge urgent,260,other,family,family_3,family,
2024-11-25,wedding gift envelope,4400,other,family,family_3,family,wedding_mangsir
2024-11-25,Night bus tickets,3650,transport,student_hostel,student_hostel_1,roommates,
2024-11-25,Chicken 1 kg - evening,600,food,student_hostel,student_hostel_2,roommates,
2024-11-25,Bus to a wedding in Lumbini,3050,transport,working_bachelor,working_bachelor_1,roommates,wedding_mangsir
2024-11-25,Electricity bill,1180,utilities,working_bachelor,working_bachelor_3,roommates,
2024-11-25,Paid fo group cash,2600,other,working_bachelor,working_bachelor_3,roommates,
2024-11-26,Gift for Hari,3850,shopping,family,family_2,family,
2024-11-26,LAUNDRY - EMERGENCY,620,other,student_home,student_home_1,college,
2024-11-26,NTC data pack last month,340,utilities,student_hostel,student_hostel_1,roommates,
2024-11-26,Khaja,250,food,student_hostel,student_hostel_1,roommates,
2024-11-26,Wifi bill,890,utilities,student_hostel,student_hostel_2,roommates,
2024-11-26,Samosa chiya Jhamsikhel,80,food,student_hostel,student_hostel_2,roommates,
2024-11-26,Water jar after class,130,food,student_hostel,student_hostel_3,roommates,
2024-11-26,Gas cylinder Mangsir,2650,utilities,working_bachelor,working_bachelor_1,roommates,
2024-11-26,Gas cylinder,2650,shopping,working_bachelor,working_bachelor_2,roommates,
2024-11-26,Gas cylinder Mangsir,3000,utilities,working_bachelor,working_bachelor_2,roommates,
2024-11-26,Headphones,3350,shopping,working_bachelor,working_bachelor_3,roommates,
2024-11-27,Wedding gift envelope reimburse later,2550,other,family,family_1,family,wedding_mangsir
2024-11-27,Pizza night,1880,food,student_home,student_home_2,college,
2024-11-27,Bike petrol Mangsir,1110,transport,student_home,student_home_2,college,
2024-11-27,Wedding gift envelope,1830,other,student_home,student_home_3,college,wedding_mangsir
2024-11-27,NEA bijuli bill Mangsir,1190,utilities,student_hostel,student_hostel_2,roommates,
2024-11-27,Milk and eggs,430,food,student_hostel,student_hostel_2,roommates,
2024-11-27,Samosa chiya Koteshwor half plate,70,food,student_hostel,student_hostel_3,roommates,
2024-11-27,Zipline Pokhara,3100,entertainment,trip_group,trip_group_2,trip,
2024-11-27,Bus to a wedding in Nagarkot airport drop,3200,transport,working_bachelor,working_bachelor_2,roommates,wedding_mangsir
2024-11-27,Petrol 5 litre,1640,transport,working_bachelor,working_bachelor_3,roommates,
2024-11-27,Bus to a wedding in Ilam,2850,transport,working_bachelor,working_bachelor_3,roommates,wedding_mangsir
2024-11-28,Hotel bill with breakfast,4550,hotel,family,family_2,family,
2024-11-28,Grocery Durbarmarg showroom for 2 people,4650,food,family,family_2,family,
2024-11-28,Hotel check out bill,3000,hotel,student_home,student_home_1,college,
2024-11-28,Sajha bus to Sundhara shared,50,transport,student_home,student_home_1,college,
2024-11-28,Water ar,130,food,student_home,student_home_2,college,
2024-11-28,Clothes for a wedding,6650,shopping,student_home,student_home_2,college,wedding_mangsir
2024-11-28,Lunch at Newari khaja ghar,490,food,student_home,student_home_3,college,
2024-11-28,NEA bijuli bill Mangsir Mangsir,1170,utilities,student_hostel,student_hostel_1,roommates,
2024-11-28,Bus to a wedding in Pokhara - one way,3250,transport,student_hostel,student_hostel_1,roommates,wedding_mangsir
2024-11-28,Deluxe bus ticket to Lumbini,1510,transport,student_hostel,student_hostel_2,roommates,
2024-11-28,Clothes for a wedding online,4450,shopping,student_hostel,student_hostel_2,roommates,wedding_mangsir
2024-11-28,Sekuwa and chiura,960,food,student_hostel,student_hostel_3,roommates,
2024-11-28,emergency cash to prakriti,1490,other,trip_group,trip_group_1,trip,
2024-11-28,Chitwan jungle safari for 3 people,4600,entertainment,trip_group,trip_group_2,trip,
2024-11-28,Park entry ticket for 5 people,380,entertainment,trip_group,trip_group_2,trip,
2024-11-28,Bus Ring Road,180,transport,working_bachelor,working_bachelor_2,roommates,
2024-11-28,Gas cylinder paid by Khalti,2050,utilities,working_bachelor,working_bachelor_3,roommates,
2024-11-29,Clothes for a wedding - online,6400,shopping,family,family_1,family,wedding_mangsir
2024-11-29,Monthly grocery,8000,food,family,family_2,family,
2024-11-29,BUNGEE JUMP,9700,entertainment,student_hostel,student_hostel_1,roommates,
2024-11-29,Saree for mummy,4250,shopping,trip_group,trip_group_2,trip,
2024-11-29,Resort Bandipur per night,7300,hotel,trip_group,trip_group_3,trip,
2024-11-29,Bus morning,170,transport,working_bachelor,working_bachelor_1,roommates,
2024-11-29,Futsal booking,3050,entertainment,working_bachelor,working_bachelor_3,roommates,
2024-11-29,Mobile recharge,720,utilities,working_bachelor,working_bachelor_3,roommates,
2024-11-29,Dinner local bhojanalaya for 4 people,2700,food,working_bachelor,working_bachelor_3,roommates,
2024-11-30,Vianet renewal,2700,utilities,family,family_1,family,
2024-11-30,Dal bhat at local bhojanalaya after class,520,food,family,family_3,family,
2024-11-30,Khaja Saturday,270,food,family,family_3,family,
2024-11-30,CLOTHES FOR A WEDDING - FOR ANISHA,8200,shopping,student_home,student_home_1,college,wedding_mangsir
2024-11-30,Python course subscription,1980,education,student_home,student_home_2,college,
2024-11-30,daraz order online,4400,shopping,student_home,student_home_3,college,
2024-11-30,Sajha bus to Chabahil morning,40,transport,student_hostel,student_hostel_1,roommates,
2024-11-30,Photocopy,160,other,student_hostel,student_hostel_1,roommates,
2024-11-30,Bus to a wedding in Sauraha,2400,transport,student_hostel,student_hostel_2,roommates,wedding_mangsir
2024-11-30,Chowmein and coke with bhai,390,food,student_hostel,student_hostel_3,roommates,
2024-11-30,Bike repair puncture,880,transport,trip_group,trip_group_1,trip,
2024-11-30,Wedding gift envelope emergency,3600,other,working_bachelor,working_bachelor_2,roommates,wedding_mangsir
2024-12-01,Dinner Bajeko Sekuwa,530,food,family,family_2,family,
2024-12-01,Admission fee instalment,53000,education,student_home,student_home_2,college,
2024-12-01,Sekuwa and chiura,480,food,student_home,student_home_3,college,
2024-12-01,pathao ride,250,transport,student_home,student_home_3,college,
2024-12-01,Chiya for everyone,80,food,student_hostel,student_hostel_2,roommates,
2024-12-01,Wedding gift with cashback,1450,shopping,student_hostel,student_hostel_2,roommates,wedding_mangsir
2024-12-01,Deluxe bus ticket to Nagarkot,2150,transport,student_hostel,student_hostel_3,roommates,
2024-12-01,Birthday cake for Anisha,3450,food,student_hostel,student_hostel_3,roommates,birthday
2024-12-01,Birthday gift for Hari,6350,shopping,student_hostel,student_hostel_3,roommates,birthday
2024-12-01,Chicken 1 kg,560,food,trip_group,trip_group_2,trip,
2024-12-01,Momo at Nanglo veg,200,food,trip_group,trip_group_2,trip,
2024-12-01,cable car ticket,1140,transport,working_bachelor,working_bachelor_3,roommates,
2024-12-01,Wedding gift,3950,shopping,working_bachelor,working_bachelor_3,roommates,wedding_mangsir
2024-12-02,Jacket Civil Mall for home,3150,shopping,family,family_1,family,
2024-12-02,TUITION FEE MONTHLY,3850,education,student_home,student_home_1,college,
2024-12-02,Headphones EMI,6150,shopping,student_home,student_home_1,college,
2024-12-02,Tuition fee monthly,5900,education,student_home,student_home_2,college,
2024-12-02,Hotel bill with breakfast weekend rate,2650,hotel,student_home,student_home_2,college,
2024-12-02,Breakfast,700,food,student_hostel,student_hostel_3,roommates,
2024-12-02,Swimming pool entry with friends,1060,entertainment,student_hostel,student_hostel_3,roommates,
2024-12-02,Hostel dorm bed,1300,hotel,trip_group,trip_group_1,trip,
2024-12-02,College canteen chiya,100,food,trip_group,trip_group_2,trip,
2024-12-02,Sekuwa and chiura -half plate,610,food,trip_group,trip_group_2,trip,
2024-12-02,Chitwan jungle safari - with friends,4250,entertainment,working_bachelor,working_bachelor_3,roommates,
2024-12-03,Wifi bill,1300,utilities,family,family_3,family,
2024-12-03,Momo at Trisara,230,food,student_home,student_home_2,college,
2024-12-03,Laundry,300,other,student_hostel,student_hostel_2,roommates,
2024-12-03,Tihar shopping Daraz online,4400,shopping,trip_group,trip_group_2,trip,
2024-12-03,Tourist bus Kathmandu to Pokhara,1530,transport,working_bachelor,working_bachelor_1,roommates,
2024-12-03,Saree for mummy,5650,shopping,working_bachelor,working_bachelor_1,roommates,
2024-12-03,Spotify family - weekend,520,entertainment,working_bachelor,working_bachelor_1,roommates,
2024-12-04,Gas cylinder - shared 3 ways,2600,utilities,family,family_1,family,
2024-12-04,Chicken momo plate Saturday,180,food,family,family_2,family,
2024-12-04,College canteen chiya,75,food,family,family_2,family,
2024-12-04,Sajha bus to Baneshwor late night,25,transport,family,family_2,family,
2024-12-04,Chowmein and coke veg,200,food,family,family_2,family,
2024-12-04,chicken momo plate office lunch,370,food,family,family_3,family,
2024-12-04,Momo at Chikusa cafe,200,food,family,family_3,family,
2024-12-04,water jar,85,food,family,family_3,family,
2024-12-04,Pizza night,1820,food,family,family_3,family,
2024-12-04,Room rent Poush with water charge,8700,rent,student_hostel,student_hostel_2,roommates,
2024-12-04,Tuition fee monthly,2600,education,student_hostel,student_hostel_2,roommates,
2024-12-04,Kitchen utensils,2250,shopping,student_hostel,student_hostel_3,roommates,
2024-12-04,Guest house Nagarkot,1800,hotel,trip_group,trip_group_1,trip,
2024-12-04,Samosa chiya Lagankhel,140,food,trip_group,trip_group_2,trip,
2024-12-04,Flat rent Baneshwor Poush,12100,rent,working_bachelor,working_bachelor_1,roommates,
2024-12-04,Khanepani bill advance,960,utilities,working_bachelor,working_bachelor_1,roommates,
2024-12-04,Flat ret Kalanki with water charge,13800,rent,working_bachelor,working_bachelor_3,roommates,
2024-12-05,daraz order,4650,shopping,family,family_1,family,
2024-12-05,Dal bhat at Momo Magic,240,food,family,family_2,family,
2024-12-05,Stationery and printing for Sujan,780,shopping,family,family_3,family,
2024-12-05,Canteen lunch at college - 4th sem,260,education,student_home,student_home_1,college,
2024-12-05,Swimming pool entry - evening show,700,entertainment,student_home,student_home_3,college,
2024-12-05,Winter blanket,3800,shopping,student_hostel,student_hostel_2,roommates,
2024-12-05,Monthly bill paid,13550,utilities,student_hostel,student_hostel_2,roommates,
2024-12-05,College canteen chiya,85,education,trip_group,trip_group_2,trip,
2024-12-05,Monthly bill paid,6500,utilities,working_bachelor,working_bachelor_1,roommates,
2024-12-05,flat rent kalanki,18750,rent,working_bachelor,working_bachelor_2,roommates,
2024-12-06,bus ticket and khaja on the way,1020,transport,student_hostel,student_hostel_1,roommates,
2024-12-06,Vegetables from Kalimati,1120,food,student_hostel,student_hostel_1,roommates,
2024-12-06,Python course subscription,5650,education,student_hostel,student_hostel_1,roommates,
2024-12-06,Chiya for everyone half plate,280,food,student_hostel,student_hostel_3,roommates,
2024-12-06,Ice cream,280,food,trip_group,trip_group_1,trip,
2024-12-06,Chicken momo plate half plate,140,food,trip_group,trip_group_3,trip,
2024-12-06,Bike petrol Poush morning,2450,transport,working_bachelor,working_bachelor_3,roommates,
2024-12-06,Ice cream veg,320,food,working_bachelor,working_bachelor_3,roommates,
2024-12-06,Thakali khana set Balkhu,870,food,working_bachelor,working_bachelor_3,roommates,
2024-12-07,Khanepani bill,440,utilities,family,family_1,family,
2024-12-07,Movie ticket Jai Nepal,670,entertainment,family,family_1,family,
2024-12-07,Chicken 1 kg - veg,360,food,family,family_2,family,
2024-12-07,stationery and printing,610,education,family,family_2,family,
2024-12-07,tihar shopping daraz emi,4650,shopping,family,family_2,family,
2024-12-07,Scooter servicing,2650,transport,student_home,student_home_1,college,
2024-12-07,Dal bhat at Trisara,360,food,student_home,student_home_2,college,
2024-12-07,Python course subscription,3600,education,student_home,student_home_3,college,
2024-12-07,Tarkari kinne Saturday,230,food,trip_group,trip_group_3,trip,
2024-12-07,Bu ticket and khaja on the way return,870,transport,trip_group,trip_group_3,trip,
2024-12-08,Breakfast,410,food,family,family_1,family,
2024-12-08,WORLDLINK INTERNET 3 MONTHS DUE DATE,4050,utilities,family,family_1,family,
2024-12-08,Aalu pyaj golbheda Saturday,330,food,family,family_1,family,
2024-12-08,Birthday cake,2750,food,family,family_3,family,
2024-12-08,College bus fee,1580,transport,student_home,student_home_3,college,
2024-12-08,ice cream,190,food,trip_group,trip_group_1,trip,
2024-12-08,Dal bhat at Chikusa cafe,160,food,trip_group,trip_group_3,trip,
2024-12-08,orldlink internet 3 months,1620,utilities,working_bachelor,working_bachelor_1,roommates,
2024-12-08,Breakfast,310,food,working_bachelor,working_bachelor_3,roommates,
2024-12-08,Zipline Lumbini,7750,entertainment,working_bachelor,working_bachelor_3,roommates,
2024-12-09,Cafe bill Cabahil,970,food,family,family_1,family,
2024-12-09,Micro to Maharajgunj,55,transport,family,family_1,family,
2024-12-09,Dashain shopping - for home,3500,shopping,family,family_1,family,
2024-12-09,Micro to Lagankhel,35,transport,family,family_2,family,
2024-12-09,College canteen chiya,40,education,family,family_3,family,
2024-12-09,NIGHT BUS TICKETS - SHARED,2300,transport,student_home,student_home_3,college,
2024-12-09,New shoes for dai,7600,shopping,student_home,student_home_3,college,
2024-12-09,Taxi Patan to Thamel return,650,transport,student_hostel,student_hostel_3,roommates,
2024-12-09,Chitwan jungle safari - group booking,3300,entertainment,trip_group,trip_group_2,trip,
2024-12-09,gift for dai,2950,shopping,working_bachelor,working_bachelor_2,roommates,
2024-12-09,python course subscription,4800,education,working_bachelor,working_bachelor_3,roommates,
2024-12-09,CAFE BILL SATDOBATO - HALF PLATE,1300,food,working_bachelor,working_bachelor_3,roommates,
2024-12-10,NEA bijuli bill Poush,4050,utilities,family,family_1,family,
2024-12-10,KHAJA OFFICE LUNCH,190,food,family,family_1,family,
2024-12-10,Vegetables fro Kalimati,980,food,family,family_1,family,
2024-12-10,chicken 1 kg,340,food,family,family_2,family,
2024-12-10,Chicken momo plate - for 3 people,210,food,family,family_2,family,
2024-12-10,SEKUWA AND CHIURA,1170,food,family,family_3,family,
2024-12-10,NTC data pack last month,460,utilities,student_hostel,student_hostel_2,roommates,
2024-12-10,Stationery and printing - with cashback,960,shopping,student_hostel,student_hostel_2,roommates,
2024-12-10,Wifi bill - paid via eSewa,980,utilities,student_hostel,student_hostel_3,roommates,
2024-12-10,Taxi to hotel - airport drop,960,transport,trip_group,trip_group_1,trip,
2024-12-10,Tihar shopping Durbarmarg showroom EMI,3550,shopping,trip_group,trip_group_3,trip,
2024-12-10,Grcery Daraz,1360,shopping,trip_group,trip_group_3,trip,
2024-12-11,Birthday gift for bhai with cashback,6500,shopping,family,family_1,family,birthday
2024-12-11,Micro to Maharajgunj - shared,35,transport,family,family_2,family,
2024-12-11,Buff momo Baneshwor for 8 people,90,food,family,family_2,family,
2024-12-11,nea bijuli bill poush,3700,utilities,family,family_3,family,
2024-12-11,Netflix subscription split for 2 people,960,entertainment,student_home,student_home_1,college,
2024-12-11,Ncell combo 399,790,utilities,student_home,student_home_2,college,
2024-12-11,Pool and snooker weekend,800,entertainment,student_hostel,student_hostel_1,roommates,
2024-12-11,Cab to airport with luggage late night,710,transport,student_hostel,student_hostel_2,roommates,
2024-12-11,milk and eggs,290,food,student_hostel,student_hostel_2,roommates,
2024-12-11,swimming pool entry - evening show,690,entertainment,working_bachelor,working_bachelor_1,roommates,
2024-12-11,Zipline Dhulikhel with friends,4700,entertainment,working_bachelor,working_bachelor_1,roommates,
2024-12-11,Taxi to hotel,630,transport,working_bachelor,working_bachelor_3,roommates,
2024-12-12,Bus ticket and khaja on the way,700,transport,student_home,student_home_1,college,
2024-12-12,FUTSAL BOOKING GROUP BOOKING,1060,entertainment,trip_group,trip_group_3,trip,
2024-12-12,thakali khana set chabahil half plate,280,food,trip_group,trip_group_3,trip,
2024-12-12,Fruits for Dashain tika,650,shopping,working_bachelor,working_bachelor_1,roommates,
2024-12-12,Tihar shopping Bhatbhateni,6700,shopping,working_bachelor,working_bachelor_2,roommates,
2024-12-12,Milk and eggs takeaway,650,food,working_bachelor,working_bachelor_3,roommates,
2024-12-13,Wifi bill,1080,utilities,family,family_1,family,
2024-12-13,NEA bijuli bill Pous,2850,utilities,family,family_2,family,
2024-12-13,Saree for mummy,15450,shopping,student_home,student_home_1,college,
2024-12-13,LPG refill paid by Khali,2650,utilities,student_home,student_home_2,college,
2024-12-13,Birthday gift for Anisha EMI,2400,shopping,student_home,student_home_2,college,birthday
2024-12-13,birthday gift for anisha,1970,shopping,student_home,student_home_2,college,birthday
2024-12-13,Birthday gift for didi EMI,3600,shopping,student_home,student_home_2,college,birthday
2024-12-13,grocery daraz,2650,food,student_home,student_home_3,college,
2024-12-13,Ice cream veg,300,food,student_home,student_home_3,college,
2024-12-13,haja,480,food,student_hostel,student_hostel_1,roommates,
2024-12-13,Newari khaja set - extra chutney,520,food,student_hostel,student_hostel_2,roommates,
2024-12-13,Book shopping,1450,education,student_hostel,student_hostel_2,roommates,
2024-12-13,Hotel dinner Nagarkot half plate,1040,food,student_hostel,student_hostel_2,roommates,
2024-12-13,Chicken 1 kg extra chutney,530,food,trip_group,trip_group_1,trip,
2024-12-13,Airport taxi shared,870,transport,trip_group,trip_group_3,trip,
2024-12-13,birthday cake evening,2000,food,working_bachelor,working_bachelor_1,roommates,
2024-12-13,Samosa chiya Maharajgunj,100,food,working_bachelor,working_bachelor_1,roommates,
2024-12-13,swimming pool entry,890,entertainment,working_bachelor,working_bachelor_2,roommates,
2024-12-14,Gas cylinder,1830,utilities,family,family_2,family,
2024-12-14,School fee for Sita 6th sem,11100,education,family,family_3,family,
2024-12-14,sajha bus to baneshwor,55,transport,student_home,student_home_1,college,
2024-12-14,Taxi Kirtipur to Jhamsikhel return,410,transport,student_home,student_home_2,college,
2024-12-14,Worldlink internet 3 months last month,1470,utilities,working_bachelor,working_bachelor_2,roommates,
2024-12-14,Chicken momo plate,220,food,working_bachelor,working_bachelor_3,roommates,
2024-12-15,Rent Poush - paid to landlord,20200,rent,family,family_1,family,
2024-12-15,Gift for Sita - sale price,3350,shopping,family,family_2,family,
2024-12-15,Yomari from Newari khaja ghar extra chutney,880,food,family,family_2,family,yomari
2024-12-15,Yomari from Newari khaja ghar,430,food,family,family_2,family,yomari
2024-12-15,Yomari ingredients,840,food,family,family_2,family,yomari
2024-12-15,College bus fee return,2250,transport,student_home,student_home_1,college,
2024-12-15,Yomari ingredients half plate,1250,food,student_home,student_home_1,college,yomari
2024-12-15,Wifi bill,1250,utilities,student_hostel,student_hostel_1,roommates,
2024-12-15,Dashain kurta shopping,10650,shopping,student_hostel,student_hostel_1,roommates,
2024-12-15,Petrol 5 litre,1640,transport,student_hostel,student_hostel_1,roommates,
2024-12-15,NEA bijuli bill Poush due date,1630,utilities,student_hostel,student_hostel_3,roommates,
2024-12-15,Lab fee part payment,4050,education,student_hostel,student_hostel_3,roommates,
2024-12-15,Resort Sauraha per night,6900,hotel,trip_group,trip_group_3,trip,
2024-12-15,Electricity bill last month,1960,utilities,working_bachelor,working_bachelor_2,roommates,
2024-12-15,Kitchen utensils - for Anisha,3900,shopping,working_bachelor,working_bachelor_2,roommates,
2024-12-16,Khanepani bill shared 3 ways,590,utilities,family,family_3,family,
2024-12-16,Chicken momo plate - half plate,230,food,family,family_3,family,
2024-12-16,Ncell combo 399 due date,340,utilities,student_home,student_home_1,college,
2024-12-16,Futsal booking - with friends,1350,entertainment,student_home,student_home_2,college,
2024-12-16,Pathao ride,210,transport,student_home,student_home_2,college,
